0.05	0.025
0.075	1.9125	0
0.075	1.9375	0
0.075	1.9625	0
0.075	1.9875	0
0.075	2.0125	0
0.075	2.0375	0
0.075	2.0625	0
0.075	2.0875	0
0.075	2.1125	0
0.075	2.1375	0
0.075	2.1625	0
0.075	2.1875	4e-05
0.075	2.2125	0
0.075	2.2375	0
0.075	2.2625	0
0.075	2.2875	0
0.075	2.3125	0
0.075	2.3375	0
0.075	2.3625	0
0.075	2.3875	0
0.075	2.4125	0
0.075	2.4375	0
0.075	2.4625	0
0.075	2.4875	0
0.125	-0.0125	0
0.125	0.0125	0
0.125	0.0375	0
0.125	0.0625	0
0.125	0.0875	0.01972
0.125	0.1125	0.08728
0.125	0.1375	0.07772
0.125	0.1625	0.00936
0.125	0.1875	0.00168
0.125	0.2125	0.00044
0.125	0.2375	0.00016
0.125	0.2625	0.00032
0.125	0.2875	0.00068
0.125	0.3125	0.0002
0.125	0.3375	0.00012
0.125	0.3625	0
0.125	0.3875	4e-05
0.125	0.4125	8e-05
0.125	0.4375	0
0.125	0.4625	0
0.125	0.4875	4e-05
0.125	0.5125	0
0.125	0.5375	0
0.125	0.5625	0
0.125	0.5875	0
0.125	0.6125	0
0.125	0.6375	0
0.125	0.6625	0
0.125	0.6875	0
0.125	0.7125	0
0.125	0.7375	0
0.125	0.7625	0
0.125	0.7875	0
0.125	0.8125	0
0.125	0.8375	0
0.125	0.8625	0
0.125	0.8875	0
0.125	0.9125	0
0.125	0.9375	0
0.125	0.9625	0
0.125	0.9875	0
0.125	1.0125	0
0.125	1.0375	0
0.125	1.0625	0
0.125	1.0875	0
0.125	1.1125	0
0.125	1.1375	0
0.125	1.1625	0
0.125	1.1875	0
0.125	1.2125	0
0.125	1.2375	0
0.125	1.2625	0
0.125	1.2875	0
0.125	1.3125	0
0.125	1.3375	0
0.125	1.3625	0
0.125	1.3875	0
0.125	1.4125	0
0.125	1.4375	0
0.125	1.4625	0
0.125	1.4875	0
0.125	1.5125	0
0.125	1.5375	0
0.125	1.5625	0
0.125	1.5875	0
0.125	1.6125	0
0.125	1.6375	0
0.125	1.6625	0
0.125	1.6875	0
0.125	1.7125	0
0.125	1.7375	0
0.125	1.7625	0
0.125	1.7875	0
0.125	1.8125	0
0.125	1.8375	0
0.125	1.8625	0
0.125	1.8875	0
0.125	1.9125	0
0.125	1.9375	0
0.125	1.9625	0
0.125	1.9875	0
0.125	2.0125	0
0.125	2.0375	0
0.125	2.0625	0
0.125	2.0875	0
0.125	2.1125	0
0.125	2.1375	0
0.125	2.1625	0
0.125	2.1875	0
0.125	2.2125	0
0.125	2.2375	0
0.125	2.2625	0
0.125	2.2875	0
0.125	2.3125	0
0.125	2.3375	0
0.125	2.3625	0
0.125	2.3875	0
0.125	2.4125	0
0.125	2.4375	0
0.125	2.4625	0
0.125	2.4875	0
0.175	-0.0125	0
0.175	0.0125	0
0.175	0.0375	0
0.175	0.0625	8e-05
0.175	0.0875	0.01892
0.175	0.1125	0.10044
0.175	0.1375	0.10116
0.175	0.1625	0.01684
0.175	0.1875	0.00152
0.175	0.2125	0.0002
0.175	0.2375	0.00016
0.175	0.2625	8e-05
0.175	0.2875	0.00032
0.175	0.3125	0.00012
0.175	0.3375	0.00024
0.175	0.3625	0
0.175	0.3875	4e-05
0.175	0.4125	8e-05
0.175	0.4375	4e-05
0.175	0.4625	4e-05
0.175	0.4875	4e-05
0.175	0.5125	0
0.175	0.5375	0
0.175	0.5625	0
0.175	0.5875	4e-05
0.175	0.6125	0
0.175	0.6375	0
0.175	0.6625	0
0.175	0.6875	0
0.175	0.7125	0
0.175	0.7375	0
0.175	0.7625	0
0.175	0.7875	0
0.175	0.8125	0
0.175	0.8375	4e-05
0.175	0.8625	0
0.175	0.8875	0
0.175	0.9125	0
0.175	0.9375	0
0.175	0.9625	0
0.175	0.9875	0
0.175	1.0125	0
0.175	1.0375	0
0.175	1.0625	0
0.175	1.0875	0
0.175	1.1125	0
0.175	1.1375	0
0.175	1.1625	0
0.175	1.1875	0
0.175	1.2125	0
0.175	1.2375	0
0.175	1.2625	0
0.175	1.2875	0
0.175	1.3125	0
0.175	1.3375	0
0.175	1.3625	0
0.175	1.3875	0
0.175	1.4125	0
0.175	1.4375	0
0.175	1.4625	0
0.175	1.4875	0
0.175	1.5125	0
0.175	1.5375	0
0.175	1.5625	0
0.175	1.5875	0
0.175	1.6125	0
0.175	1.6375	0
0.175	1.6625	0
0.175	1.6875	0
0.175	1.7125	0
0.175	1.7375	0
0.175	1.7625	0
0.175	1.7875	0
0.175	1.8125	0
0.175	1.8375	0
0.175	1.8625	0
0.175	1.8875	0
0.175	1.9125	0
0.175	1.9375	0
0.175	1.9625	0
0.175	1.9875	0
0.175	2.0125	0
0.175	2.0375	0
0.175	2.0625	0
0.175	2.0875	0
0.175	2.1125	0
0.175	2.1375	0
0.175	2.1625	0
0.175	2.1875	0
0.175	2.2125	0
0.175	2.2375	0
0.175	2.2625	0
0.175	2.2875	0
0.175	2.3125	0
0.175	2.3375	0
0.175	2.3625	0
0.175	2.3875	0
0.175	2.4125	0
0.175	2.4375	0
0.175	2.4625	0
0.175	2.4875	0
0.225	-0.0125	0
0.225	0.0125	0
0.225	0.0375	0
0.225	0.0625	0
0.225	0.0875	0.03408
0.225	0.1125	0.11384
0.225	0.1375	0.12188
0.225	0.1625	0.04324
0.225	0.1875	0.00176
0.225	0.2125	0.00044
0.225	0.2375	0.00016
0.225	0.2625	0.00024
0.225	0.2875	0.00024
0.225	0.3125	0.0002
0.225	0.3375	0.00012
0.225	0.3625	0.00012
0.225	0.3875	0
0.225	0.4125	0
0.225	0.4375	8e-05
0.225	0.4625	0
0.225	0.4875	4e-05
0.225	0.5125	0
0.225	0.5375	0
0.225	0.5625	4e-05
0.225	0.5875	0
0.225	0.6125	0
0.225	0.6375	0
0.225	0.6625	0
0.225	0.6875	0
0.225	0.7125	4e-05
0.225	0.7375	0
0.225	0.7625	0
0.225	0.7875	0
0.225	0.8125	0
0.225	0.8375	0
0.225	0.8625	0
0.225	0.8875	0
0.225	0.9125	0
0.225	0.9375	0
0.225	0.9625	0
0.225	0.9875	0
0.225	1.0125	0
0.225	1.0375	0
0.225	1.0625	0
0.225	1.0875	0
0.225	1.1125	0
0.225	1.1375	0
0.225	1.1625	0
0.225	1.1875	0
0.225	1.2125	0
0.225	1.2375	0
0.225	1.2625	0
0.225	1.2875	0
0.225	1.3125	0
0.225	1.3375	0
0.225	1.3625	0
0.225	1.3875	0
0.225	1.4125	0
0.225	1.4375	0
0.225	1.4625	0
0.225	1.4875	0
0.225	1.5125	0
0.225	1.5375	0
0.225	1.5625	0
0.225	1.5875	0
0.225	1.6125	0
0.225	1.6375	0
0.225	1.6625	0
0.225	1.6875	0
0.225	1.7125	0
0.225	1.7375	0
0.225	1.7625	0
0.225	1.7875	0
0.225	1.8125	0
0.225	1.8375	0
0.225	1.8625	0
0.225	1.8875	0
0.225	1.9125	0
0.225	1.9375	0
0.225	1.9625	0
0.225	1.9875	0
0.225	2.0125	0
0.225	2.0375	0
0.225	2.0625	0
0.225	2.0875	0
0.225	2.1125	0
0.225	2.1375	0
0.225	2.1625	0
0.225	2.1875	0
0.225	2.2125	0
0.225	2.2375	0
0.225	2.2625	0
0.225	2.2875	0
0.225	2.3125	0
0.225	2.3375	0
0.225	2.3625	0
0.225	2.3875	0
0.225	2.4125	0
0.225	2.4375	0
0.225	2.4625	0
0.225	2.4875	0
0.275	-0.0125	0
0.275	0.0125	0
0.275	0.0375	0
0.275	0.0625	8e-05
0.275	0.0875	0.04948
0.275	0.1125	0.13776
0.275	0.1375	0.13112
0.275	0.1625	0.08372
0.275	0.1875	0.00324
0.275	0.2125	0.00064
0.275	0.2375	0.00064
0.275	0.2625	0.00016
0.275	0.2875	0.0002
0.275	0.3125	0.00016
0.275	0.3375	0.00028
0.275	0.3625	8e-05
0.275	0.3875	4e-05
0.275	0.4125	0
0.275	0.4375	0
0.275	0.4625	4e-05
0.275	0.4875	0
0.275	0.5125	4e-05
0.275	0.5375	4e-05
0.275	0.5625	0
0.275	0.5875	0
0.275	0.6125	0
0.275	0.6375	0
0.275	0.6625	0
0.275	0.6875	0
0.275	0.7125	0
0.275	0.7375	0
0.275	0.7625	0
0.275	0.7875	4e-05
0.275	0.8125	0
0.275	0.8375	0
0.275	0.8625	0
0.275	0.8875	0
0.275	0.9125	0
0.275	0.9375	0
0.275	0.9625	0
0.275	0.9875	0
0.275	1.0125	0
0.275	1.0375	0
0.275	1.0625	0
0.275	1.0875	0
0.275	1.1125	0
0.275	1.1375	0
0.275	1.1625	0
0.275	1.1875	0
0.275	1.2125	0
0.275	1.2375	0
0.275	1.2625	0
0.275	1.2875	0
0.275	1.3125	0
0.275	1.3375	0
0.275	1.3625	0
0.275	1.3875	0
0.275	1.4125	0
0.275	1.4375	0
0.275	1.4625	0
0.275	1.4875	0
0.275	1.5125	0
0.275	1.5375	0
0.275	1.5625	0
0.275	1.5875	0
0.275	1.6125	0
0.275	1.6375	0
0.275	1.6625	0
0.275	1.6875	0
0.275	1.7125	0
0.275	1.7375	0
0.275	1.7625	0
0.275	1.7875	0
0.275	1.8125	0
0.275	1.8375	0
0.275	1.8625	0
0.275	1.8875	0
0.275	1.9125	0
0.275	1.9375	0
0.275	1.9625	0
0.275	1.9875	0
0.275	2.0125	0
0.275	2.0375	0
0.275	2.0625	0
0.275	2.0875	0
0.275	2.1125	0
0.275	2.1375	0
0.275	2.1625	0
0.275	2.1875	0
0.275	2.2125	0
0.275	2.2375	0
0.275	2.2625	0
0.275	2.2875	0
0.275	2.3125	0
0.275	2.3375	0
0.275	2.3625	0
0.275	2.3875	0
0.275	2.4125	0
0.275	2.4375	0
0.275	2.4625	0
0.275	2.4875	0
0.325	-0.0125	0
0.325	0.0125	0
0.325	0.0375	0
0.325	0.0625	0.00012
0.325	0.0875	0.05892
0.325	0.1125	0.1428
0.325	0.1375	0.1374
0.325	0.1625	0.11848
0.325	0.1875	0.01236
0.325	0.2125	0.00056
0.325	0.2375	0.00036
0.325	0.2625	0.00024
0.325	0.2875	0.00024
0.325	0.3125	0.00032
0.325	0.3375	0.00024
0.325	0.3625	0.0002
0.325	0.3875	0
0.325	0.4125	4e-05
0.325	0.4375	8e-05
0.325	0.4625	8e-05
0.325	0.4875	0
0.325	0.5125	4e-05
0.325	0.5375	4e-05
0.325	0.5625	4e-05
0.325	0.5875	0
0.325	0.6125	4e-05
0.325	0.6375	0
0.325	0.6625	0
0.325	0.6875	4e-05
0.325	0.7125	0
0.325	0.7375	4e-05
0.325	0.7625	0
0.325	0.7875	0
0.325	0.8125	0
0.325	0.8375	0
0.325	0.8625	0
0.325	0.8875	0
0.325	0.9125	0
0.325	0.9375	0
0.325	0.9625	0
0.325	0.9875	0
0.325	1.0125	0
0.325	1.0375	0
0.325	1.0625	0
0.325	1.0875	0
0.325	1.1125	0
0.325	1.1375	0
0.325	1.1625	0
0.325	1.1875	0
0.325	1.2125	0
0.325	1.2375	0
0.325	1.2625	0
0.325	1.2875	0
0.325	1.3125	0
0.325	1.3375	0
0.325	1.3625	0
0.325	1.3875	0
0.325	1.4125	0
0.325	1.4375	0
0.325	1.4625	0
0.325	1.4875	0
0.325	1.5125	0
0.325	1.5375	0
0.325	1.5625	0
0.325	1.5875	0
0.325	1.6125	0
0.325	1.6375	0
0.325	1.6625	0
0.325	1.6875	0
0.325	1.7125	0
0.325	1.7375	0
0.325	1.7625	0
0.325	1.7875	0
0.325	1.8125	0
0.325	1.8375	0
0.325	1.8625	0
0.325	1.8875	0
0.325	1.9125	0
0.325	1.9375	0
0.325	1.9625	0
0.325	1.9875	0
0.325	2.0125	0
0.325	2.0375	0
0.325	2.0625	0
0.325	2.0875	0
0.325	2.1125	0
0.325	2.1375	0
0.325	2.1625	0
0.325	2.1875	0
0.325	2.2125	0
0.325	2.2375	0
0.325	2.2625	0
0.325	2.2875	0
0.325	2.3125	0
0.325	2.3375	0
0.325	2.3625	0
0.325	2.3875	0
0.325	2.4125	0
0.325	2.4375	0
0.325	2.4625	0
0.325	2.4875	0
0.375	-0.0125	0
0.375	0.0125	0
0.375	0.0375	0
0.375	0.0625	0.00012
0.375	0.0875	0.07292
0.375	0.1125	0.14744
0.375	0.1375	0.14896
0.375	0.1625	0.13668
0.375	0.1875	0.048
0.375	0.2125	0.0008
0.375	0.2375	0.00032
0.375	0.2625	0.0004
0.375	0.2875	0.00036
0.375	0.3125	0.00032
0.375	0.3375	0
0.375	0.3625	0.00028
0.375	0.3875	8e-05
0.375	0.4125	0.00016
0.375	0.4375	0
0.375	0.4625	4e-05
0.375	0.4875	4e-05
0.375	0.5125	8e-05
0.375	0.5375	8e-05
0.375	0.5625	0
0.375	0.5875	0
0.375	0.6125	0
0.375	0.6375	0
0.375	0.6625	0
0.375	0.6875	0
0.375	0.7125	0
0.375	0.7375	0
0.375	0.7625	0
0.375	0.7875	0
0.375	0.8125	0
0.375	0.8375	0
0.375	0.8625	0
0.375	0.8875	0
0.375	0.9125	0
0.375	0.9375	0
0.375	0.9625	0
0.375	0.9875	0
0.375	1.0125	0
0.375	1.0375	0
0.375	1.0625	0
0.375	1.0875	0
0.375	1.1125	0
0.375	1.1375	0
0.375	1.1625	0
0.375	1.1875	0
0.375	1.2125	0
0.375	1.2375	0
0.375	1.2625	0
0.375	1.2875	0
0.375	1.3125	4e-05
0.375	1.3375	0
0.375	1.3625	0
0.375	1.3875	0
0.375	1.4125	0
0.375	1.4375	0
0.375	1.4625	0
0.375	1.4875	0
0.375	1.5125	0
0.375	1.5375	0
0.375	1.5625	0
0.375	1.5875	0
0.375	1.6125	0
0.375	1.6375	0
0.375	1.6625	0
0.375	1.6875	0
0.375	1.7125	0
0.375	1.7375	0
0.375	1.7625	0
0.375	1.7875	0
0.375	1.8125	0
0.375	1.8375	0
0.375	1.8625	0
0.375	1.8875	0
0.375	1.9125	0
0.375	1.9375	0
0.375	1.9625	0
0.375	1.9875	0
0.375	2.0125	0
0.375	2.0375	0
0.375	2.0625	0
0.375	2.0875	0
0.375	2.1125	0
0.375	2.1375	0
0.375	2.1625	0
0.375	2.1875	0
0.375	2.2125	0
0.375	2.2375	0
0.375	2.2625	0
0.375	2.2875	0
0.375	2.3125	0
0.375	2.3375	0
0.375	2.3625	0
0.375	2.3875	0
0.375	2.4125	0
0.375	2.4375	0
0.375	2.4625	0
0.375	2.4875	0
0.425	-0.0125	0
0.425	0.0125	0
0.425	0.0375	0
0.425	0.0625	0.0004
0.425	0.0875	0.08948
0.425	0.1125	0.15648
0.425	0.1375	0.1574
0.425	0.1625	0.14676
0.425	0.1875	0.0986
0.425	0.2125	0.00452
0.425	0.2375	0.0006
0.425	0.2625	0.00012
0.425	0.2875	0.00044
0.425	0.3125	0.00036
0.425	0.3375	0.00012
0.425	0.3625	0.0002
0.425	0.3875	8e-05
0.425	0.4125	4e-05
0.425	0.4375	4e-05
0.425	0.4625	8e-05
0.425	0.4875	4e-05
0.425	0.5125	4e-05
0.425	0.5375	4e-05
0.425	0.5625	4e-05
0.425	0.5875	0
0.425	0.6125	0
0.425	0.6375	0
0.425	0.6625	8e-05
0.425	0.6875	0
0.425	0.7125	0
0.425	0.7375	0
0.425	0.7625	0
0.425	0.7875	0
0.425	0.8125	0
0.425	0.8375	0
0.425	0.8625	0
0.425	0.8875	0
0.425	0.9125	0
0.425	0.9375	0
0.425	0.9625	0
0.425	0.9875	0
0.425	1.0125	0
0.425	1.0375	0
0.425	1.0625	4e-05
0.425	1.0875	0
0.425	1.1125	0
0.425	1.1375	0
0.425	1.1625	0
0.425	1.1875	0
0.425	1.2125	0
0.425	1.2375	0
0.425	1.2625	0
0.425	1.2875	0
0.425	1.3125	0
0.425	1.3375	0
0.425	1.3625	0
0.425	1.3875	0
0.425	1.4125	0
0.425	1.4375	0
0.425	1.4625	0
0.425	1.4875	0
0.425	1.5125	0
0.425	1.5375	0
0.425	1.5625	0
0.425	1.5875	0
0.425	1.6125	0
0.425	1.6375	0
0.425	1.6625	0
0.425	1.6875	0
0.425	1.7125	0
0.425	1.7375	0
0.425	1.7625	0
0.425	1.7875	0
0.425	1.8125	0
0.425	1.8375	0
0.425	1.8625	0
0.425	1.8875	0
0.425	1.9125	0
0.425	1.9375	0
0.425	1.9625	0
0.425	1.9875	0
0.425	2.0125	0
0.425	2.0375	0
0.425	2.0625	0
0.425	2.0875	0
0.425	2.1125	0
0.425	2.1375	0
0.425	2.1625	0
0.425	2.1875	0
0.425	2.2125	0
0.425	2.2375	0
0.425	2.2625	0
0.425	2.2875	0
0.425	2.3125	0
0.425	2.3375	0
0.425	2.3625	0
0.425	2.3875	0
0.425	2.4125	0
0.425	2.4375	0
0.425	2.4625	0
0.425	2.4875	0
0.475	-0.0125	0
0.475	0.0125	0
0.475	0.0375	4e-05
0.475	0.0625	0.00152
0.475	0.0875	0.11772
0.475	0.1125	0.16624
0.475	0.1375	0.16688
0.475	0.1625	0.16132
0.475	0.1875	0.13896
0.475	0.2125	0.03136
0.475	0.2375	0.00028
0.475	0.2625	0.0004
0.475	0.2875	0.00028
0.475	0.3125	0.00036
0.475	0.3375	0.0004
0.475	0.3625	4e-05
0.475	0.3875	0.00012
0.475	0.4125	8e-05
0.475	0.4375	4e-05
0.475	0.4625	0.00016
0.475	0.4875	0
0.475	0.5125	0.00012
0.475	0.5375	8e-05
0.475	0.5625	0
0.475	0.5875	0
0.475	0.6125	4e-05
0.475	0.6375	8e-05
0.475	0.6625	0
0.475	0.6875	0
0.475	0.7125	0
0.475	0.7375	4e-05
0.475	0.7625	0
0.475	0.7875	0
0.475	0.8125	0
0.475	0.8375	0
0.475	0.8625	0
0.475	0.8875	0
0.475	0.9125	0
0.475	0.9375	0
0.475	0.9625	0
0.475	0.9875	0
0.475	1.0125	0
0.475	1.0375	0
0.475	1.0625	0
0.475	1.0875	0
0.475	1.1125	0
0.475	1.1375	0
0.475	1.1625	0
0.475	1.1875	0
0.475	1.2125	0
0.475	1.2375	0
0.475	1.2625	0
0.475	1.2875	0
0.475	1.3125	0
0.475	1.3375	0
0.475	1.3625	0
0.475	1.3875	0
0.475	1.4125	0
0.475	1.4375	0
0.475	1.4625	0
0.475	1.4875	0
0.475	1.5125	0
0.475	1.5375	0
0.475	1.5625	0
0.475	1.5875	0
0.475	1.6125	0
0.475	1.6375	0
0.475	1.6625	0
0.475	1.6875	0
0.475	1.7125	0
0.475	1.7375	0
0.475	1.7625	0
0.475	1.7875	0
0.475	1.8125	0
0.475	1.8375	0
0.475	1.8625	0
0.475	1.8875	0
0.475	1.9125	0
0.475	1.9375	0
0.475	1.9625	0
0.475	1.9875	0
0.475	2.0125	0
0.475	2.0375	0
0.475	2.0625	0
0.475	2.0875	0
0.475	2.1125	0
0.475	2.1375	0
0.475	2.1625	0
0.475	2.1875	0
0.475	2.2125	0
0.475	2.2375	0
0.475	2.2625	0
0.475	2.2875	0
0.475	2.3125	0
0.475	2.3375	0
0.475	2.3625	0
0.475	2.3875	0
0.475	2.4125	0
0.475	2.4375	0
0.475	2.4625	0
0.475	2.4875	0
0.525	-0.0125	0
0.525	0.0125	4e-05
0.525	0.0375	4e-05
0.525	0.0625	0.0058
0.525	0.0875	0.13996
0.525	0.1125	0.18328
0.525	0.1375	0.17096
0.525	0.1625	0.16868
0.525	0.1875	0.14872
0.525	0.2125	0.0892
0.525	0.2375	0.00448
0.525	0.2625	0.00036
0.525	0.2875	0.00024
0.525	0.3125	0.00016
0.525	0.3375	0.0002
0.525	0.3625	0.00016
0.525	0.3875	0
0.525	0.4125	4e-05
0.525	0.4375	8e-05
0.525	0.4625	8e-05
0.525	0.4875	4e-05
0.525	0.5125	4e-05
0.525	0.5375	0
0.525	0.5625	0
0.525	0.5875	0
0.525	0.6125	0
0.525	0.6375	0
0.525	0.6625	0
0.525	0.6875	0
0.525	0.7125	0
0.525	0.7375	8e-05
0.525	0.7625	0
0.525	0.7875	0
0.525	0.8125	0
0.525	0.8375	0
0.525	0.8625	4e-05
0.525	0.8875	0
0.525	0.9125	0
0.525	0.9375	0
0.525	0.9625	0
0.525	0.9875	4e-05
0.525	1.0125	0
0.525	1.0375	0
0.525	1.0625	0
0.525	1.0875	0
0.525	1.1125	0
0.525	1.1375	0
0.525	1.1625	0
0.525	1.1875	0
0.525	1.2125	0
0.525	1.2375	0
0.525	1.2625	0
0.525	1.2875	0
0.525	1.3125	0
0.525	1.3375	0
0.525	1.3625	0
0.525	1.3875	0
0.525	1.4125	0
0.525	1.4375	0
0.525	1.4625	0
0.525	1.4875	0
0.525	1.5125	0
0.525	1.5375	0
0.525	1.5625	0
0.525	1.5875	0
0.525	1.6125	0
0.525	1.6375	0
0.525	1.6625	0
0.525	1.6875	0
0.525	1.7125	0
0.525	1.7375	0
0.525	1.7625	0
0.525	1.7875	0
0.525	1.8125	0
0.525	1.8375	0
0.525	1.8625	0
0.525	1.8875	0
0.525	1.9125	0
0.525	1.9375	0
0.525	1.9625	0
0.525	1.9875	0
0.525	2.0125	0
0.525	2.0375	0
0.525	2.0625	0
0.525	2.0875	0
0.525	2.1125	0
0.525	2.1375	0
0.525	2.1625	0
0.525	2.1875	0
0.525	2.2125	0
0.525	2.2375	0
0.525	2.2625	0
